relative_path,bytes,sha256
P2/outputs/acceptance_checks.csv,1433,19D55506BA41B2464EF1F0BE565EA7EBD5FE38905844BB40EF156B9E4F0C6F96
P2/outputs/comparison/all_county_primary_assignments.csv,2995570,6348D9739F6FD5B2A011A569D4A68F84CA064E75DE8BC6FD368CB08378BF32F8
P2/outputs/comparison/county_all_algorithms_comparable_metrics.csv,10116,BA054E8B45CDE3AD38BB7DEA177B10FA5365813721E0FA5EC08BC72C0ACA3236
P2/outputs/comparison/county_conventional_vs_spatial_tradeoff.csv,755,8E54C0DDFFCE0761575D299AD809BC2C1BA8D3DF68F79DDB7A0B522CAFC49B87
P2/outputs/comparison/three_representative_model_summary.csv,703,43065924FA0352016134FD04A9851564E93C2663428EC15C6E9A7C9337EFD081
P2/outputs/comparison/two_selected_model_summary.csv,370,6D63AA10EE9EB3550E17B3BA60785726C868915D9462C3ACD023E9B6C738F4EC
P2/outputs/county_conventional/all_county_conventional_assignments.csv,2995570,6348D9739F6FD5B2A011A569D4A68F84CA064E75DE8BC6FD368CB08378BF32F8
P2/outputs/county_conventional/county_conventional_all_candidate_metrics.csv,5563,B15899F6617838610DD7BFE56F295B8AFCF70F9D0CEEE51D228E9974A4C7FA16
P2/outputs/county_conventional/county_conventional_labels_all_algorithms.csv,34627,7B2C03796AF1079799B5113CAE55B15A9A631F87B63453D36D7DB35F57C9ABF5
P2/outputs/county_conventional/county_conventional_profiles_all_algorithms.csv,5206,64B351355EDE3C4536646AD3E608FDF2597010C45F50C086D53817BF00560645
P2/outputs/county_conventional/county_conventional_representative_per_algorithm.csv,1376,3BEC0A9F28CDDAFF307A27D30F92C8AB2C15C925F46EC08F22ACDE6DD00126AA
P2/outputs/county_conventional/county_conventional_selection_interpretation_table.csv,590,8A9CEA85DFA55320E59E593D1CF5C2B658C109771888954DCEE4E8762FF41B28
P2/outputs/county_conventional/selected_county_conventional_map.png,1165357,CED9843CE9B638E8668D0982904919A700D695A0DE4BDF0CDE89EDA01CC2005D
P2/outputs/county_conventional/selected_county_conventional_model.csv,1021,1FB14A42D0110779B84129E7C4BE86C7F023EB43DDD41CFBACA8DE7CD6DDEC56
P2/outputs/county_conventional/selected_county_conventional_profile_heatmap.png,213886,F5EEB7075CB0B7B818144FC8CAC3AD4DB35F45980928607139C8010FCD7A2CBC
P2/outputs/county_conventional/selected_county_conventional_profiles.csv,3105,C5F0078D14B5586CD2EE2E3AE3C0465B407C5D9FAF059854C53470153C1538FB
P2/outputs/county_conventional/selected_county_conventional_profiles_standardized.csv,2157,60556C877152109B3357F461017BDFCA1C242FBDF079970513CC0ABECB5A2D97
P2/outputs/county_spatial/all_county_spatial_assignments.csv,2995570,6348D9739F6FD5B2A011A569D4A68F84CA064E75DE8BC6FD368CB08378BF32F8
P2/outputs/county_spatial/county_spatial_all_candidate_metrics.csv,3744,A0F3E6ACDFB28FA2F6560527CAA9027BDE9CC8FE6742DFECAE4ACD652EE8FBAB
